100,214065.0,2140.65,21.4065,0.214065
200,930497.0,4652.485,23.262424999999997,0.11631212499999999
300,2010284.0,6700.946666666667,22.33648888888889,0.07445496296296297
400,3781419.0,9453.5475,23.63386875,0.059084671875
500,3518836.0,7037.672,14.075344,0.028150688
600,2124525.0,3540.875,5.901458333333333,0.009835763888888889
700,2913483.0,4162.118571428571,5.945883673469387,0.008494119533527696
800,3772773.0,4715.96625,5.8949578125,0.007368697265625001
900,2144899.0,2383.221111111111,2.6480234567901233,0.0029422482853223592
1000,1334095.0,1334.095,1.334095,0.001334095
1100,1637191.0,1488.3554545454544,1.3530504132231405,0.001230045830202855
1200,1885169.0,1570.9741666666666,1.3091451388888888,0.0010909542824074075
1300,2407392.0,1851.84,1.4244923076923077,0.0010957633136094674
1400,2731675.0,1951.1964285714287,1.3937117346938777,9.955083819241984E-4
1500,3279209.0,2186.1393333333335,1.4574262222222223,9.716174814814816E-4
1600,3826192.0,2391.37,1.49460625,9.3412890625E-4
1700,4639937.0,2729.374705882353,1.6055145328719722,9.444203134541013E-4
1800,5219014.0,2899.452222222222,1.6108067901234568,8.948926611796982E-4
1900,6201917.0,3264.166842105263,1.7179825484764544,9.04201341303397E-4
2000,6677205.0,3338.6025,1.66930125,8.346506249999999E-4
2100,7559570.0,3599.795238095238,1.71418820861678,8.162800993413238E-4
2200,9934397.0,4515.635,2.0525613636363635,9.329824380165289E-4
2300,1.2867577E7,5594.598695652174,2.4324342155009453,0.001057580093696063
2400,1.5496361E7,6456.817083333333,2.690340451388889,0.0011209751880787036
2500,1.9724909E7,7889.9636,3.15598544,0.001262394176
2600,2.2844789E7,8786.457307692308,3.3794066568047336,0.0012997717910787437
2700,2.8909674E7,10707.286666666667,3.965661728395062,0.0014687636031092822
2800,3.1182635E7,11136.655357142858,3.977376913265306,0.0014204917547376093
2900,4.4076829E7,15198.906551724138,5.24100225921522,0.0018072421583500758
3000,4.0152476E7,13384.158666666666,4.461386222222222,0.0014871287407407408
3100,4.5641077E7,14722.928064516129,4.74933163371488,0.001532042462488671
3200,5.0299724E7,15718.66375,4.912082421875,0.0015350257568359374
3300,5.6774937E7,17204.526363636363,5.213492837465565,0.0015798463143835045
3400,7.0844691E7,20836.67382352941,6.12843347750865,0.0018024804345613675
3500,6.8887653E7,19682.18657142857,5.62348187755102,0.00160670910787172
3600,7.9902114E7,22195.031666666666,6.165286574074074,0.0017125796039094649
3700,8.3636751E7,22604.527297297296,6.109331701972242,0.0016511707302627682
3800,9.0143986E7,23722.101578947368,6.242658310249308,0.0016428048184866598
3900,9.9068536E7,25402.188717948717,6.513381722550953,0.0016700978775771676
4000,1.06166533E8,26541.63325,6.6354083125,0.0016588520781250001
4100,1.21643429E8,29669.129024390244,7.236372932778108,0.0017649690079946606
4200,1.24668731E8,29683.03119047619,7.067388378684807,0.0016827115187344778
4300,1.42893218E8,33230.98093023256,7.728135100054083,0.00179724072094281
4400,1.51237277E8,34372.108409090906,7.811842820247933,0.0017754188227836211
4500,1.68172661E8,37371.70244444445,8.3048227654321,0.001845516170096022
4600,1.67474034E8,36407.39869565218,7.914651890359169,0.001720576497904167
4700,1.92920512E8,41046.91744680851,8.733386690810322,0.0018581673810234727
4800,2.09008064E8,43543.346666666665,9.071530555555555,0.0018899021990740738
4900,2.32849871E8,47520.38183673469,9.698037109537692,0.0019791912468444268
5000,2.1636524E8,43273.048,8.6546096,0.00173092192
5100,2.14419182E8,42042.9768627451,8.24372095347943,0.001616415873231261
